time, speed, delta_speed_average, delta_speed_prev
105735, 20, 2.8, -4.2
105746, 9, 0.2, 2.8
105755, -32, -13.4, 0.2
105766, -11, -4.8, -13.4
105774, 3, -1.0, -4.8
105785, 3, -3.4, -1.0
105797, 4, -1.0, -3.4
105806, -8, 4.8, -1.0
105815, -16, -1.0, 4.8
105826, -14, -3.4, -1.0
105835, -9, -2.4, -3.4
105844, 0, -0.8, -2.4
105857, 1, 1.6, -0.8
105865, -17, -0.4, 1.6
105878, -15, -0.4, -0.4
105886, -12, -0.8, -0.4
105915, -8, -1.8, -0.8
105928, -11, -2.4, -1.8
105937, -20, -0.6, -2.4
105951, -62, -9.4, -0.6
105960, -47, -7.0, -9.4
105974, -34, -5.2, -7.0
105981, -27, -3.2, -5.2
105989, -66, -9.199999999999999, -3.2
106000, -75, -2.6, -9.199999999999999
106009, -65, -3.6, -2.6
106017, -62, -5.6, -3.6
106024, -70, -8.6, -5.6
106035, -68, -0.4, -8.6
106042, -67, 1.6, -0.4
106049, -67, -0.4, 1.6
106057, -67, -1.0, -0.4
106068, -68, 0.4, -1.0
106079, -67, 0.2, 0.4
106086, -71, -0.8, 0.2
106094, -79, -2.4, -0.8
106101, -79, -2.4, -2.4
106113, -85, -3.4, -2.4
106119, -83, -3.2, -3.4
106131, -68, 0.6, -3.2
106139, -74, 1.0, 0.6
106146, -85, -1.2, 1.0
106156, -95, -2.0, -1.2
106168, -75, 1.6, -2.0
106176, -75, -1.4, 1.6
106189, -76, -0.4, -1.4
106199, -90, -1.0, -0.4
106207, -75, 4.0, -1.0
106220, -69, 1.2, 4.0
106228, -68, 1.4, 1.2
106236, -83, -1.4, 1.4
106246, -78, 2.4, -1.4
106253, -71, 0.8, 2.4
106265, -73, -0.8, 0.8
106271, -70, -0.4, -0.8
106291, -63, 4.0, -0.4
106309, -50, 5.6, 4.0
106321, -58, 2.6, 5.6
106334, -67, 1.2, 2.6
106339, -52, 3.6, 1.2
106347, -43, 4.0, 3.6
106361, -32, 3.6, 4.0
106370, -31, 5.4, 3.6
106380, -61, 1.2, 5.4
106388, -50, 0.4, 1.2
106399, 4, 9.4, 0.4
106407, 2, 6.8, 9.4
106419, -15, 3.2, 6.8
106427, -37, 4.8, 3.2
106440, -33, 3.4, 4.8
106449, -6, -2.0, 3.4
106457, -1, -0.6, -2.0
106475, 2, 3.4, -0.6
106479, -5, 6.4, 3.4
106487, -2, 6.2, 6.4
106498, 1, 1.4, 6.2
106507, -1, 0.0, 1.4
106538, 10, 3.0, 1.6
106549, 16, 3.6, 3.0
106577, 30, 5.8, 3.6
106590, 41, 8.4, 5.8
106606, 23, 2.6, 8.4
106617, 33, 4.6, 2.6
106630, 28, 2.4, 4.6
106640, 35, 1.0, 2.4
106650, 26, -3.0, 1.0
106669, 28, 1.0, -3.0
106696, 52, 3.8, 1.0
106708, 23, -1.0, 3.8
106726, 58, 4.6, -1.0
106740, 85, 11.8, 4.6
106748, 59, 6.2, 11.8
106758, 55, 0.6, 6.2
106776, 81, 11.6, 0.6
106788, 94, 7.2, 11.6
106798, 96, 2.2, 7.2
106806, 85, 5.2, 2.2
106825, 105, 10.0, 5.2
106836, 106, 5.0, 10.0
106847, 117, 4.6, 5.0
106858, 126, 6.0, 4.6
106870, 110, 5.0, 6.0
106880, 104, -0.2, 5.0
106896, 93, -2.6, -0.2
106906, 105, -2.4, -2.6
106911, 91, -7.0, -2.4
106927, 77, -6.6, -7.0
106938, 105, 0.2, -6.6
106946, 75, -3.6, 0.2
106955, 81, -4.8, -3.6
106969, 53, -7.6, -4.8
106981, 71, -1.2, -7.6
106991, 57, -9.6, -1.2
107001, 51, -4.8, -9.6
107010, 49, -6.4, -4.8
107020, 34, -3.8, -6.4
107030, 23, -9.6, -3.8
107038, 25, -6.4, -9.6
107047, 15, -7.2, -6.4
107057, 13, -7.2, -7.2
107066, 19, -3.0, -7.2
107072, 9, -2.8, -3.0
107098, -6, -6.2, -2.8
107105, -11, -5.2, -6.2
107116, -6, -3.8, -5.2
107126, -7, -5.2, -3.8
107136, 11, 0.4, -5.2
107146, -10, -0.8, 0.4
107157, -26, -3.0, -0.8
107165, -5, 0.2, -3.0
107174, -10, -0.6, 0.2
107183, -1, -2.4, -0.6
107192, -8, 0.4, -2.4
107200, -25, 0.2, 0.4
107209, -11, -1.2, 0.2
107217, -21, -2.2, -1.2
107226, -17, -3.2, -2.2
107231, -13, -1.0, -3.2
107240, -12, 2.6, -1.0
107248, -25, -2.8, 2.6
107256, -27, -1.2, -2.8
107264, -28, -2.2, -1.2
107271, -23, -2.0, -2.2
107278, -20, -1.6, -2.0
107289, -14, 2.2, -1.6
107297, -14, 2.6, 2.2
107306, -24, 0.8, 2.6
107310, -43, -4.0, 0.8
107318, -55, -7.0, -4.0
107326, -27, -2.6, -7.0
107334, -15, -0.2, -2.6
107343, -28, -0.8, -0.2
107349, -58, -3.0, -0.8
107359, -61, -1.2, -3.0
107366, -40, -2.6, -1.2
107375, -36, -4.2, -2.6
107379, -47, -3.8, -4.2
107389, -47, 2.2, -3.8
107397, -64, -0.6, 2.2
107404, -76, -7.2, -0.6
107411, -94, -11.6, -7.2
107418, -83, -7.2, -11.6
107427, -71, -4.8, -7.2
107435, -76, -2.4, -4.8
107440, -81, -1.0, -2.4
107448, -72, 4.4, -1.0
107457, -83, 0.0, 4.4
107466, -86, -2.0, -3.0
107472, -88, -1.4, -2.0
107490, -83, -2.2, -1.4
107498, -83, 0.0, -2.2
107515, -86, 0.0, -0.6
107527, -76, 1.4, 2.2
107536, -76, 1.4, 1.4
107546, -71, 3.6, 1.4
107554, -71, 3.0, 3.6
107559, -72, 1.0, 3.0
107567, -75, 0.2, 1.0
107581, -75, 0.2, 0.2
107599, -48, 4.6, 0.2
107607, -40, 6.2, 4.6
107616, -51, 4.2, 6.2
107621, -51, 4.8, 4.2
107633, -56, 3.8, 4.8
107638, -55, -1.4, 3.8
107646, -34, 1.2, -1.4
107656, -42, 1.8, 1.2
107664, -41, 2.0, 1.8
107671, -48, 1.6, 2.0
107680, -55, 0.0, 1.6
107689, -53, -2.2, -3.0
107699, -39, 0.4, -2.2
107707, 0, 9.6, 0.4
107715, -91, 11.0, 9.6
107722, -76, 12.8, 11.0
107730, -63, 16.2, 12.8
107738, -45, 17.0, 16.2
107746, -28, 12.6, 17.0
107755, -18, 14.6, 12.6
107764, -37, 7.8, 14.6
107768, -47, 3.2, 7.8
107776, -27, 3.6, 3.2
107783, -33, -1.0, 3.6
107792, -27, -1.8, -1.0
107801, -27, 2.0, -1.8
107809, -11, 7.2, 2.0
107817, -14, 2.6, 7.2
107825, -43, -2.0, 2.6
107834, -37, -2.0, -2.0
107841, -27, 0.0, -2.0
107853, 1, 3.0, 2.4
107864, 10, 10.6, 3.0
107871, -13, 4.8, 10.6
107885, -19, 1.6, 4.8
107897, -7, -1.6, 1.6
107916, 19, 3.6, -1.6
107928, 48, 7.6, 3.6
107937, 23, 7.2, 7.6
107945, 20, 7.8, 7.2
107957, 18, 5.0, 7.8
107967, 97, 15.6, 5.0
107978, 79, 6.2, 15.6
107986, 53, 6.0, 6.2
107997, 46, 5.2, 6.0
108007, 59, 8.199999999999999, 5.2
108016, 56, -8.199999999999999, 8.199999999999999
108026, 45, -6.8, -8.199999999999999
108035, 48, -1.0, -6.8
108044, 59, 2.6, -1.0
108054, 73, 2.8, 2.6
108065, 72, 3.2, 2.8
108073, 80, 7.0, 3.2
108081, 79, 6.2, 7.0
108091, 50, -1.8, 6.2
108100, 65, -1.6, -1.8
108111, 82, 2.0, -1.6
108120, 99, 3.8, 2.0
108131, 65, -2.8, 3.8
108140, 58, 1.6, -2.8
108149, 28, -7.4, 1.6
108160, 92, 2.0, -7.4
108170, 87, -2.4, 2.0
108178, 98, 6.6, -2.4
108186, 70, 2.4, 6.6
108196, 70, 8.4, 2.4
108205, 55, -7.4, 8.4
108215, 50, -7.4, -7.4
108223, 58, -8.0, -7.4
108233, 77, 1.4, -8.0
108242, 107, 7.4, 1.4
108250, 68, 2.6, 7.4
108261, 52, 0.4, 2.6
108270, 50, -1.6, 0.4
108286, 67, -2.0, -1.6
108305, 95, -2.4, -2.0
108317, 61, -1.4, -2.4
108327, 33, -3.8, -1.4
108339, 49, -0.2, -3.8
108348, 54, -2.6, -0.2
108356, 61, -6.8, -2.6
108368, 48, -2.6, -6.8
108376, 30, -0.6, -2.6
108389, 15, -6.8, -0.6
108398, 9, -9.0, -6.8
108407, 18, -8.6, -9.0
108417, 31, -3.4, -8.6
108425, 34, 0.8, -3.4
108435, 24, 1.8, 0.8
108444, 8, -0.2, 1.8
108451, 2, -3.2, -0.2
108463, 7, -4.8, -3.2
108470, 11, -4.6, -4.8
108480, 4, -4.0, -4.6
108489, 20, 2.4, -4.0
108497, -23, -5.0, 2.4
108506, -4, -2.2, -5.0
108517, 9, -0.4, -2.2
108527, 17, 2.6, -0.4
108535, -10, -6.0, 2.6
108543, -18, 1.0, -6.0
108550, 2, 1.2, 1.0
108560, -9, -3.6, 1.2
108570, -8, -5.0, -3.6
108578, 0, 2.0, -5.0
108586, -10, 3.6, 2.0
108596, -16, -1.6, 3.6
108600, -19, 0.0, -1.6
108634, -13, -0.6, 1.0
108641, -11, -0.2, -0.6
108650, -18, -0.4, -0.2
108666, -20, -0.2, -0.4
108671, -28, -3.0, -0.2
108687, -27, -2.8, -3.0
108704, -35, -4.8, -2.8
108711, -51, -6.6, -4.8
108721, -35, -3.0, -6.6
108733, -43, -3.0, -3.0
108741, -40, -2.6, -3.0
108751, -58, -4.6, -2.6
108761, -72, -4.2, -4.6
108770, -75, -8.0, -4.2
108779, -78, -7.0, -8.0
108787, -70, -6.0, -7.0
108796, -83, -5.0, -6.0
108806, -90, -3.6, -5.0
108814, -98, -4.6, -3.6
108822, -102, -4.8, -4.6
108830, -90, -4.0, -4.8
108839, -87, -0.8, -4.0
108847, -90, 0.0, -0.8
108856, -103, -0.2, 1.6
108863, -107, -3.4, -0.2
108874, -96, -1.8, -3.4
108878, -90, 0.0, -1.8
108887, -91, 2.4, -0.2
108895, -76, 6.2, 2.4
108902, -86, 2.0, 6.2
108909, -86, 0.8, 2.0
108916, -79, 2.4, 0.8
108925, -73, 3.6, 2.4
108931, -68, 1.6, 3.6
108941, -51, 7.0, 1.6
108949, -54, 6.4, 7.0
108957, -58, 4.2, 6.4
108961, -55, 3.6, 4.2
108970, -52, 3.2, 3.6
108978, -64, -2.6, 3.2
108986, -40, 2.8, -2.6
108993, -28, 6.0, 2.8
109003, -33, 4.4, 6.0
109010, -33, 3.8, 4.4
109020, -53, 2.2, 3.8
109028, -31, 1.8, 2.2
109036, -28, 0.0, 1.8
109046, -47, -2.8, 0.2
109055, -15, 7.6, -2.8
109059, -36, -1.0, 7.6
109068, -39, -2.2, -1.0
109077, -47, -3.0, -2.2
109091, -20, 5.4, -3.0
109100, -60, -9.0, 5.4
109109, -24, 2.4, -9.0
109117, -33, 1.2, 2.4
109127, -38, 1.8, 1.2
109136, -26, -1.2, 1.8
109140, -25, 7.0, -1.2
109148, -34, -2.0, 7.0
109157, -14, 3.8, -2.0
109166, -14, 4.8, 3.8
109175, -8, 3.6, 4.8
109182, -28, -0.6, 3.6
109190, -42, -1.6, -0.6
109198, -25, -2.2, -1.6
109206, -9, 1.0, -2.2
109215, 1, 1.8, 1.0
109224, 2, 6.0, 1.8
109233, -8, 6.8, 6.0
109241, -21, 0.8, 6.8
109250, -13, -0.8, 0.8
109259, 10, 1.8, -0.8
109269, 18, 3.2, 1.8
109278, 47, 11.0, 3.2
109287, 24, 9.0, 11.0
109297, 1, 2.8, 9.0
109306, -2, -2.4, 2.8
109310, 13, -1.0, -2.4
109319, 40, -1.4, -1.0
109329, 50, 5.2, -1.4
109338, 56, 11.0, 5.2
109346, 41, 8.6, 11.0
109357, 8, -1.0, 8.6
109367, 46, 1.2, -1.0
109378, 46, -0.8, 1.2
109387, 56, 0.0, -0.8
109398, 59, 10.2, 2.0
109407, 55, 1.8, 10.2
109411, 56, 2.0, 1.8
109420, 45, -2.2, 2.0
109434, 66, 3.0, -2.2
109443, 82, 4.6, 3.0
109451, 77, 4.4, 4.6
109459, 55, -0.2, 4.4
109469, 39, -1.2, -0.2
109480, 63, -0.6, -1.2
109497, 82, 0.0, -0.6
109507, 54, -0.2, 2.2
109516, 67, 5.6, -0.2
109526, 60, -0.6, 5.6
109536, 74, -1.6, -0.6
109545, 71, -3.4, -1.6
109553, 54, 0.0, -3.4
109564, 68, 1.6, -2.4
109572, 70, -0.8, 1.6
109581, 67, -0.8, -0.8
109591, 43, -2.2, -0.8
109600, 71, 3.2, -2.2
109609, 61, -1.4, 3.2
109617, 63, -1.4, -1.4
109627, 41, -5.2, -1.4
109650, 55, 2.4, -5.2
109659, 37, -6.8, 2.4
109668, 40, -4.2, -6.8
109678, 47, -3.2, -4.2
109688, 64, 4.6, -3.2
109698, 59, 0.8, 4.6
109706, 60, 4.6, 0.8
109716, 34, -1.2, 4.6
109728, 3, -8.800000000000001, -1.2
109738, 51, -2.6, -8.800000000000001
109747, 54, -1.0, -2.6
109756, 52, -1.6, -1.0
109766, 41, 1.4, -1.6
109775, 51, 9.6, 1.4
109784, 40, -2.2, 9.6
109794, 25, -5.8, -2.2
109802, 36, -3.2, -5.8
109810, 54, 2.6, -3.2
109819, 51, 0.0, 2.6
109830, 26, 0.2, -3.2
109840, 27, -1.8, 0.2
109849, 23, -6.2, -1.8
109856, 22, -5.8, -6.2
109867, 15, -1.8, -5.8
109875, 17, -1.8, -1.8
109887, 17, -2.0, -1.8
109902, 12, -2.2, -2.0
109917, -4, -5.2, -2.2
109921, -5, -4.0, -5.2
109930, -3, -4.0, -4.0
109946, 0, -3.4, -4.0
109959, -9, -3.8, -3.4
109967, -25, -3.8, -3.8
109973, -29, -4.4, -3.8
109979, -25, -4.0, -4.4
109991, -18, -3.2, -4.0
109999, -16, -1.4, -3.2
110007, -26, -0.2, -1.4
110014, -31, -0.4, -0.2
110021, -35, -2.0, -0.4
110030, -36, -3.6, -2.0
110040, -37, -4.2, -3.6
110047, -33, -1.4, -4.2
110055, -47, -3.2, -1.4
110060, -49, -2.8, -3.2
110068, -53, -3.4, -2.8
110076, -54, -3.4, -3.4
110083, -53, -4.0, -3.4
110088, -50, -0.6, -4.0
110098, -53, -0.8, -0.6
110106, -52, 0.2, -0.8
110113, -53, 0.2, 0.2
110119, -56, -0.6, 0.2
110127, -58, -1.6, -0.6
110135, -59, -1.2, -1.6
110144, -49, 0.6, -1.2
110149, -55, -0.4, 0.6
110156, -56, 0.0, -0.4
110164, -63, -0.8, -1.0
110171, -64, -3.0, -0.8
110180, -69, -2.8, -3.0
110189, -70, -2.8, -2.8
110198, -60, 0.6, -2.8
110207, -53, 2.0, 0.6
110214, -53, 2.2, 2.0
110219, -57, 2.4, 2.2
110226, -57, 2.6, 2.4
110234, -57, 0.6, 2.6
110238, -58, -1.0, 0.6
110248, -60, -1.4, -1.0
110256, -48, 1.8, -1.4
110264, -37, 4.0, 1.8
110273, -71, -2.8, 4.0
110279, -74, -3.2, -2.8
110292, -74, -2.8, -3.2
110310, -82, -6.8, -2.8
110319, -83, -9.199999999999999, -6.8
110328, -70, 0.2, -9.199999999999999
110340, -74, 0.0, 0.2
110349, -53, 5.8, 4.2
110357, -63, 4.0, 5.8
110366, -74, -0.8, 4.0
110374, -71, 0.6, -0.8
110386, -67, -2.8, 0.6
110390, -63, -2.0, -2.8
110403, -63, 0.0, -2.0
110411, -59, 2.4, 3.0
110420, -78, -2.2, 2.4
110428, -66, -0.6, -2.2
110436, -60, 0.6, -0.6
110440, -63, -0.8, 0.6
110450, -57, 0.4, -0.8
110457, -63, 3.0, 0.4
110466, -53, 2.6, 3.0
110474, -51, 1.8, 2.6
110480, -61, 0.4, 1.8
110488, -40, 3.4, 0.4
110497, -40, 4.6, 3.4
110506, -35, 3.6, 4.6
110510, -25, 5.2, 3.6
110518, -25, 7.2, 5.2
110525, -31, 1.8, 7.2
110534, -26, 2.8, 1.8
110540, -18, 3.4, 2.8
110549, -3, 4.4, 3.4
110557, -4, 4.2, 4.4
110566, -11, 4.0, 4.2
110575, 6, 6.4, 4.0
110585, 19, 7.4, 6.4
110595, 26, 5.8, 7.4
110604, 22, 5.2, 5.8
110613, 16, 5.4, 5.2
110620, 17, 2.2, 5.4
110631, 48, 5.8, 2.2
110640, 47, 4.2, 5.8
110649, 37, 3.0, 4.2
110659, 23, 1.4, 3.0
110668, 27, 2.0, 1.4
110677, 46, -0.4, 2.0
110718, 31, -3.2, -0.4
110727, 55, 3.6, -3.2
110747, 45, 4.4, 3.6
110757, 24, -0.6, 4.4
110770, 44, -0.4, -0.6
110779, 49, 3.6, -0.4
110788, 51, -0.8, 3.6
110798, 31, -2.8, -0.8
110808, 12, -2.4, -2.8
110816, 45, 0.2, -2.4
110824, 48, -0.2, 0.2
110836, 46, -1.0, -0.2
110846, 42, 2.2, -1.0
110857, 38, 5.2, 2.2
110866, 47, 0.4, 5.2
110875, 26, -4.4, 0.4
110885, 24, -4.4, -4.4
110893, 34, -1.6, -4.4
110913, 52, 2.8, -1.6
110921, 38, -1.8, 2.8
110930, 38, 2.4, -1.8
110940, 47, 4.6, 2.4
110948, 47, 2.6, 4.6
110958, 50, -0.4, 2.6
110969, 53, 3.0, -0.4
110978, 56, 3.6, 3.0
110987, 64, 3.4, 3.6
110996, 65, 3.6, 3.4
111006, 48, -0.4, 3.6
111016, 56, 0.6, -0.4
111025, 65, 1.8, 0.6
111034, 65, 0.2, 1.8
111043, 66, 0.2, 0.2
111051, 66, 3.6, 0.2
111060, 65, 1.8, 3.6
111071, 74, 1.8, 1.8
111079, 73, 1.6, 1.8
111096, 62, -0.8, 1.6
111116, 82, 3.2, -0.8
111126, 82, 3.4, 3.2
111137, 56, -3.6, 3.4
111146, 35, -7.6, -3.6
111155, 41, -4.2, -7.6
111164, 54, -5.6, -4.2
111176, 38, -8.800000000000001, -5.6
111185, 27, -5.8, -8.800000000000001
111195, 31, -0.8, -5.8
111200, 33, -1.6, -0.8
111208, 21, -6.6, -1.6
111218, 17, -4.2, -6.6
111226, 9, -3.6, -4.2
111235, 12, -3.8, -3.6
111247, 8, -5.0, -3.8
111256, -2, -4.6, -5.0
111261, -4, -4.2, -4.6
111269, -14, -4.6, -4.2
111278, -22, -6.8, -4.6
111286, -29, -7.4, -6.8
111293, -27, -5.0, -7.4
111300, -23, -3.8, -5.0
111309, -19, -1.0, -3.8
111319, -20, 0.4, -1.0
111329, -25, 0.8, 0.4
111336, -31, -0.8, 0.8
111345, -45, -4.4, -0.8
111350, -45, -5.2, -4.4
111358, -39, -3.8, -5.2
111366, -31, -1.2, -3.8
111376, -27, 0.8, -1.2
111382, -28, 3.4, 0.8
111390, -34, 2.2, 3.4
111399, -39, 0.0, 2.2
111408, -43, -3.2, -2.4
111417, -39, -2.2, -3.2
111426, -35, -0.2, -2.2
111430, -37, 0.4, -0.2
111438, -33, 2.0, 0.4
111446, -31, 2.4, 2.0
111454, -28, 2.2, 2.4
111459, -30, 1.0, 2.2
111468, -29, 1.6, 1.0
111476, -24, 1.8, 1.6
111484, -16, 3.0, 1.8
111496, -17, 2.2, 3.0
111506, -17, 2.6, 2.2
111510, -20, 1.8, 2.6
111519, -20, 0.8, 1.8
111526, -25, -1.8, 0.8
111534, -31, -2.8, -1.8
111541, -25, -1.6, -2.8
111548, -35, -3.0, -1.6
111557, -23, -0.6, -3.0
111565, -20, 1.0, -0.6
111575, -25, 1.2, 1.0
111580, -31, -1.2, 1.2
111587, -35, 0.0, -1.2
111596, -50, -6.0, -4.2
111605, -52, -5.4, -6.0
111613, -52, -4.2, -5.4
111620, -65, -6.0, -4.2
111630, -49, -1.0, -6.0
111640, -35, 3.0, -1.0
111649, -66, -2.8, 3.0
111660, -91, -7.8, -2.8
111670, -76, -2.2, -7.8
111678, -66, -3.4, -2.2
111686, -60, -5.0, -3.4
111695, -21, 9.0, -5.0
111705, -43, 9.6, 9.0
111709, -57, 3.8, 9.6
111717, -77, -2.2, 3.8
111740, -79, -3.8, -2.2
111748, -46, -5.0, -3.8
111756, -54, -2.2, -5.0
111765, -71, -2.8, -2.2
111774, -71, 1.2, -2.8
111780, -76, 0.6, 1.2
111788, -68, -4.4, 0.6
111796, -70, -3.2, -4.4
111807, -56, 3.0, -3.2
111815, -41, 6.0, 3.0
111824, -35, 8.199999999999999, 6.0
111833, -61, 1.4, 8.199999999999999
111837, -80, -2.0, 1.4
111846, -60, -0.8, -2.0
111854, -37, 0.8, -0.8
111861, -42, -1.4, 0.8
111870, -57, 0.8, -1.4
111879, -59, 4.2, 0.8
111888, -48, 2.4, 4.2
111901, -20, 3.4, 2.4
111917, -39, 0.6, 3.4
111928, -25, 6.4, 0.6
111932, -13, 9.199999999999999, 6.4
111946, 2, 10.0, 9.199999999999999
111956, -2, 3.6, 10.0
111965, -16, 4.6, 3.6
111973, -13, 2.4, 4.6
111983, 17, 6.0, 2.4
111995, 19, 3.4, 6.0
112003, 21, 4.6, 3.4
112013, 23, 7.8, 4.6
112020, 18, 6.2, 7.8
112030, 3, -2.8, 6.2
112039, 14, -1.0, -2.8
112048, 31, 2.0, -1.0
112056, 14, -1.8, 2.0
112066, 39, 4.2, -1.8
112074, -11, -2.8, 4.2
112084, -1, -3.0, -2.8
112096, 3, -5.6, -3.0
112106, 55, 8.199999999999999, -5.6
112116, 47, 1.6, 8.199999999999999
112120, 30, 8.199999999999999, 1.6
112130, 27, 5.6, 8.199999999999999
112139, 30, 5.4, 5.6
112147, 41, -2.8, 5.4
112156, 42, -1.0, -2.8
112169, 49, 3.8, -1.0
112180, 53, 5.2, 3.8
112190, 23, -1.4, 5.2
112200, 12, -5.8, -1.4
112210, 41, -0.2, -5.8
112218, 50, 0.2, -0.2
112227, 67, 2.8, 0.2
112238, 41, 3.6, 2.8
112247, 26, 2.8, 3.6
112256, 26, -3.0, 2.8
112265, 48, -0.4, -3.0
112275, 44, -4.6, -0.4
112286, 73, 6.4, -4.6
112298, 74, 9.6, 6.4
112308, 43, 3.4, 9.6
112316, 39, -1.8, 3.4
112326, 40, -0.8, -1.8
112336, 77, 0.8, -0.8
112345, 79, 1.0, 0.8
112353, 84, 8.199999999999999, 1.0
112361, 49, 2.0, 8.199999999999999
112371, 55, 3.0, 2.0
112381, 54, -4.6, 3.0
112390, 81, 0.4, -4.6
112400, 80, -0.8, 0.4
112408, 68, 3.8, -0.8
112416, 69, 2.8, 3.8
112425, 64, 2.0, 2.8
112435, 66, -3.0, 2.0
112444, 55, -5.0, -3.0
112454, 64, -0.8, -5.0
112462, 71, 0.4, -0.8
112471, 65, 0.2, 0.4
112479, 56, -2.0, 0.2
112490, 48, -1.4, -2.0
112499, 52, -2.4, -1.4
112508, 56, -3.0, -2.4
112516, 33, -6.4, -3.0
112526, 33, -4.6, -6.4
112537, 53, 1.0, -4.6
112546, 45, -1.4, 1.0
112552, 66, 2.0, -1.4
112560, 24, -1.8, 2.0
112569, 9, -4.8, -1.8
112578, 10, -8.6, -4.8
112588, 39, -1.2, -8.6
112596, 54, -2.4, -1.2
112604, 8, -3.2, -2.4
112611, -1, -2.0, -3.2
112620, -6, -3.2, -2.0
112628, 13, -5.2, -3.2
112643, 17, -7.4, -5.2
112652, 13, 1.0, -7.4
112660, -10, -1.8, 1.0
112669, 2, 1.6, -1.8
112678, -7, -4.0, 1.6
112687, -17, -6.8, -4.0
112708, -22, -7.0, -6.8
112716, 1, 2.2, -7.0
112725, 3, 0.2, 2.2
112736, -9, -0.4, 0.2
112746, -28, -2.2, -0.4
112768, -13, 1.8, -2.2
112777, -17, -3.6, 1.8
112785, -19, -4.4, -3.6
112794, -13, -0.8, -4.4
112798, -24, 0.8, -0.8
112807, -33, -4.0, 0.8
112818, -29, -2.4, -4.0
112826, -22, -0.6, -2.4
112833, -20, -1.4, -0.6
112841, -17, 1.4, -1.4
112850, -21, 2.4, 1.4
112859, -51, -4.4, 2.4
112867, -70, -9.6, -4.4
112874, -40, -4.0, -9.6
112884, -30, -2.6, -4.0
112894, -13, 1.6, -2.6
112899, -31, 4.0, 1.6
112906, -48, 4.4, 4.0
112915, -54, -2.8, 4.4
112923, -51, -4.2, -2.8
112930, -61, -9.6, -4.2
112937, -57, -5.2, -9.6
112947, -51, -0.6, -5.2
112955, -58, -0.8, -0.6
112959, -69, -3.6, -0.8
112966, -71, -2.0, -3.6
112975, -66, -1.8, -2.0
112984, -67, -3.2, -1.8
112988, -66, -1.6, -3.2
112997, -62, 1.4, -1.6
113005, -76, -1.0, 1.4
113013, -69, -0.6, -1.0
113019, -70, -0.6, -0.6
113026, -70, -0.8, -0.6
113030, -67, -1.0, -0.8
113039, -66, 2.0, -1.0
113048, -66, 0.6, 2.0
113056, -71, -0.2, 0.6
113063, -67, 0.6, -0.2
113070, -68, -0.2, 0.6
113079, -59, 1.4, -0.2
113087, -62, 0.8, 1.4
113096, -56, 3.0, 0.8
113100, -60, 1.4, 3.0
113108, -59, 1.8, 1.4
113116, -53, 1.2, 1.8
113124, -41, 4.2, 1.2
113131, -39, 3.4, 4.2
113141, -28, 6.4, 3.4
113150, -44, 3.0, 6.4
113159, -66, -2.6, 3.0
113168, -44, -0.6, -2.6
113176, -44, -1.0, -0.6
113181, -35, -1.4, -1.0
113190, -44, 0.0, -1.4
113199, -39, 1.0, 5.4
113206, -31, 2.6, 1.0
113215, -39, -0.8, 2.6
113221, -49, -1.0, -0.8
113229, -39, 0.0, -1.0
113238, -13, 3.6, 5.2
113248, -21, 3.6, 3.6
113256, -51, -0.4, 3.6
113264, -59, -4.0, -0.4
113270, -38, -5.0, -4.0
113279, -17, -0.8, -5.0
113288, -12, 1.8, -0.8
113296, -27, 4.8, 1.8
113306, -39, 4.0, 4.8
113315, -28, 2.0, 4.0
113323, -20, -0.6, 2.0
113328, -29, -3.4, -0.6
113336, -29, -0.4, -3.4
113345, -8, 6.2, -0.4
113355, -1, 5.4, 6.2
113359, -1, 3.8, 5.4
113367, -15, 2.8, 3.8
113375, -20, 1.8, 2.8
113383, -25, -3.4, 1.8
113390, -19, -3.6, -3.4
113399, 5, 1.2, -3.6
113410, 19, 6.8, 1.2
113420, 23, 8.6, 6.8
113427, -5, 4.0, 8.6
113436, -20, -0.2, 4.0
113445, -11, -3.2, -0.2
113455, 9, -2.0, -3.2
113464, 24, 0.2, -2.0
113474, 64, 13.8, 0.2
113483, 23, 8.6, 13.8
113491, 18, 5.8, 8.6
113501, 6, -0.6, 5.8
113511, 47, 4.6, -0.6
113520, 29, -7.0, 4.6
113530, 89, 13.2, -7.0
113560, 55, 7.4, 13.2
113570, 36, 6.0, 7.4
113581, 71, 4.8, 6.0
113596, 113, 16.8, 4.8
113606, 46, -8.6, 16.8
113617, 50, -1.0, -8.6
113626, 62, 5.2, -1.0
113657, 70, -0.2, 5.2
113670, 66, -9.4, -0.2
113688, 67, 4.2, -9.4
113699, 76, 5.2, 4.2
113715, 58, -0.8, 5.2
113724, 51, -3.8, -0.8
113735, 81, 3.0, -3.8
113744, 61, -1.2, 3.0
113754, 66, -2.0, -1.2
113765, 50, -1.6, -2.0
113776, 58, 1.4, -1.6
113786, 48, -6.6, 1.4
113797, 45, -3.2, -6.6
113806, 51, -3.0, -3.2
113819, 60, 2.0, -3.0
113829, 51, -1.4, 2.0
113853, 46, -0.4, -1.4
113863, 46, 0.2, -0.4
113877, 42, -1.8, 0.2
113887, 61, 0.2, -1.8
113898, 33, -3.6, 0.2
113912, 7, -7.8, -3.6
113921, 26, -4.0, -7.8
113947, 33, -1.8, -4.0
113967, 33, -5.6, -1.8
113979, 38, 1.0, -5.6
113994, -9, -3.2, 1.0
114014, 21, -1.0, -3.2
