time, angle
1589, 1
1620, 14
1623, 17
1630, 21
1633, 22
1639, 24
1647, 28
1650, 30
1657, 33
1660, 35
1666, 37
1669, 38
1673, 40
1687, 47
1690, 48
1693, 49
1700, 53
1709, 56
1713, 57
1727, 63
1729, 64
1735, 66
1742, 68
1751, 71
1755, 73
1762, 75
1768, 78
1771, 78
1779, 81
1787, 84
1790, 85
1798, 87
1807, 89
1813, 91
1818, 92
1824, 93
1829, 94
1832, 95
1840, 97
1846, 98
1853, 99
1857, 100
1862, 101
1871, 102
1881, 103
1888, 104
1892, 105
1900, 105
1911, 106
1918, 107
1928, 108
1931, 107
1943, 108
1956, 107
1962, 106
1968, 106
1971, 106
1975, 105
1987, 104
1995, 103
1998, 103
2003, 102
2014, 102
2025, 98
2030, 98
2032, 97
2038, 96
2049, 93
2052, 92
2058, 91
2061, 90
2066, 89
2072, 86
2079, 85
2085, 84
2092, 82
2098, 79
2100, 78
2108, 76
2116, 73
2123, 73
2136, 66
2139, 65
2147, 62
2151, 60
2159, 57
2165, 55
2175, 51
2182, 47
2192, 43
2196, 42
2201, 39
2209, 37
2217, 31
2220, 30
2226, 27
2241, 23
2248, 16
2252, 15
2262, 10
2271, 8
2277, 3
2281, 1
2287, -2
2317, -15
2320, -15
2323, -15
2327, -15
2331, -15
2333, -15
2338, -15
2340, -15
2347, -30
2355, -33
2364, -35
2367, -39
2372, -42
2376, -44
2388, -47
2391, -50
2398, -54
2400, -54
2405, -56
2418, -61
2421, -62
2427, -65
2430, -66
2435, -68
2445, -71
2455, -75
2459, -76
2462, -78
2468, -80
2471, -80
2477, -82
2490, -86
2498, -89
2500, -89
2508, -91
2510, -92
2518, -94
2528, -95
2532, -97
2536, -98
2543, -98
2548, -99
2552, -101
2558, -101
2563, -102
2568, -103
2572, -104
2578, -104
2588, -106
2590, -106
2597, -106
2604, -107
2608, -107
2612, -107
2620, -107
2630, -107
2639, -106
2650, -106
2658, -105
2661, -105
2666, -105
2671, -104
2676, -103
2687, -102
2690, -102
2695, -101
2703, -99
2711, -98
2715, -97
2723, -96
2729, -95
2732, -94
2738, -92
2741, -92
2749, -90
2757, -88
2763, -86
2771, -83
2774, -83
2779, -81
2789, -78
2793, -76
2798, -74
2802, -73
2805, -72
2816, -68
2819, -67
2826, -64
2836, -60
2839, -59
2843, -58
2847, -56
2853, -53
2862, -49
2867, -47
2876, -43
2880, -41
2888, -40
2892, -36
2898, -35
2903, -31
2907, -30
2912, -27
2918, -24
2929, -24
2942, -13
2948, -9
2953, -8
2956, -6
2961, -4
2969, 1
3006, 16
3013, 16
3017, 16
3021, 16
3025, 16
3030, 16
3038, 16
3040, 16
3047, 16
3053, 16
3057, 41
3065, 43
3076, 48
3081, 51
3089, 54
3101, 58
3106, 61
3109, 62
3115, 65
3118, 66
3127, 69
3141, 70
3147, 70
3151, 70
3159, 70
3168, 81
3171, 83
3178, 85
3181, 86
3187, 87
3195, 89
3201, 91
3204, 92
3210, 93
3213, 93
3218, 95
3234, 97
3239, 98
3242, 99
3249, 100
3257, 101
3261, 102
3270, 103
3273, 103
3279, 103
3285, 104
3296, 105
3302, 105
3312, 105
3316, 105
3331, 105
3334, 105
3339, 105
3346, 104
3350, 104
3357, 103
3363, 102
3370, 102
3381, 101
3390, 100
3395, 98
3401, 97
3407, 96
3417, 94
3420, 93
3428, 92
3437, 89
3449, 86
3455, 84
3464, 82
3471, 80
3474, 79
3479, 78
3486, 74
3490, 74
3493, 73
3501, 70
3507, 67
3514, 65
3520, 62
3527, 60
3530, 60
3536, 57
3543, 54
3553, 50
3557, 48
3569, 43
3572, 41
3578, 39
3581, 38
3587, 35
3590, 34
3597, 31
3606, 26
3609, 26
3615, 23
3618, 23
3630, 15
3633, 14
3639, 11
3645, 8
3649, 8
3658, 1
3666, -3
3698, -16
3701, -16
3706, -16
3708, -16
3712, -16
3716, -26
3722, -29
3734, -34
3740, -36
3747, -40
3750, -41
3756, -43
3766, -48
3769, -49
3776, -52
3785, -55
3788, -57
3793, -59
3801, -62
3808, -64
3811, -66
3816, -67
3818, -67
3824, -71
3832, -73
3835, -74
3839, -75
3848, -79
3857, -81
3860, -82
3865, -83
3872, -85
3879, -87
3887, -89
3896, -91
3904, -93
3908, -94
3912, -95
3916, -96
3920, -97
3923, -97
3936, -99
3939, -99
3953, -102
3958, -102
3967, -103
3970, -103
3973, -103
3981, -104
3986, -104
3991, -104
4003, -104
4009, -104
4015, -104
4018, -104
4022, -104
4028, -103
4037, -103
4040, -102
4043, -102
4048, -102
4055, -101
4058, -100
4063, -100
4067, -99
4071, -99
4079, -97
4090, -96
4097, -94
4104, -93
4110, -92
4112, -91
4121, -89
4131, -86
4135, -85
4143, -83
4149, -82
4153, -81
4158, -79
4167, -76
4173, -74
4178, -72
4180, -72
4189, -69
4193, -67
4197, -66
4207, -62
4211, -61
4215, -58
4219, -57
4226, -54
4237, -50
4239, -49
4247, -46
4250, -44
4258, -41
4266, -37
4271, -35
4273, -35
4279, -32
4281, -31
4288, -27
4291, -27
4297, -24
4306, -20
4309, -19
4318, -13
4322, -11
4328, -9
4331, -7
4336, -5
4345, 0
4349, 1
4378, 15
4381, 15
4386, 15
4391, 15
4394, 15
4400, 15
4402, 15
4408, 15
4411, 15
4420, 33
4423, 35
4436, 40
4439, 41
4449, 46
4458, 50
4471, 55
4478, 58
4483, 59
4489, 61
4493, 63
4500, 64
4508, 68
4511, 69
4518, 72
4520, 72
4533, 76
4539, 78
4548, 78
4550, 78
4556, 83
4563, 84
4570, 86
4573, 87
4579, 88
4581, 89
4590, 91
4598, 92
4602, 94
4607, 94
4610, 95
4616, 96
4623, 97
4629, 98
4638, 99
4641, 100
4651, 101
4657, 101
4665, 102
4671, 102
4676, 102
4680, 102
4683, 103
4689, 103
4697, 103
4707, 103
4712, 103
4716, 103
4721, 103
4729, 102
4731, 102
4738, 101
4740, 101
4746, 100
4749, 100
4760, 98
4768, 97
4771, 97
4777, 96
4779, 96
4787, 94
4790, 94
4796, 92
4811, 89
4822, 86
4830, 84
4841, 81
4847, 79
4852, 78
4858, 76
4869, 73
4872, 70
4879, 70
4882, 67
4890, 66
4903, 60
4909, 59
4916, 55
4941, 46
4949, 42
4956, 38
4961, 36
4978, 33
4988, 24
5004, 20
5017, 11
5027, 7
5033, 4
5040, -1
5073, -16
5078, -18
5082, -20
5088, -23
5092, -24
5102, -28
5107, -31
5110, -33
5119, -36
5128, -40
5135, -43
5137, -44
5141, -45
5153, -50
5157, -52
5162, -55
5169, -57
5178, -61
5185, -63
5188, -64
5201, -69
5208, -71
5211, -72
5220, -75
5232, -78
5237, -80
5245, -82
5251, -83
5259, -86
5265, -87
5272, -89
5278, -90
5281, -91
5287, -92
5290, -93
5303, -95
5306, -95
5310, -97
5320, -98
5326, -99
5339, -99
5342, -101
5348, -101
5357, -102
5362, -102
5368, -102
5376, -102
5388, -102
5396, -102
5402, -101
5408, -101
5416, -100
5422, -100
5428, -99
5433, -99
5439, -98
5450, -96
5459, -95
5463, -94
5469, -94
5478, -92
5487, -90
5490, -90
5496, -88
5509, -86
5518, -82
5520, -81
5527, -80
5533, -77
5539, -77
5542, -75
5548, -73
5553, -71
5560, -71
5565, -68
5570, -66
5574, -65
5580, -62
5583, -62
5597, -56
5599, -56
5613, -50
5621, -46
5626, -44
5632, -42
5637, -40
5648, -34
5650, -34
5658, -30
5660, -30
5668, -26
5670, -25
5677, -22
5679, -21
5698, -12
5708, -9
5710, -7
5716, -5
5725, 1
5763, 17
5771, 17
5774, 17
5779, 17
5781, 17
5786, 17
5789, 17
5794, 17
5797, 17
5808, 37
5811, 38
5821, 41
5830, 46
5838, 49
5841, 50
5855, 56
5860, 58
5866, 60
5870, 61
5878, 62
5886, 67
5889, 68
5901, 70
5906, 73
5912, 75
5919, 76
5935, 82
5943, 83
5952, 86
5963, 88
5977, 90
5986, 93
5997, 94
5999, 95
6010, 96
6018, 97
6029, 99
6039, 99
6046, 100
6049, 100
6070, 101
6072, 101
6085, 101
6094, 100
6100, 100
6108, 100
6119, 99
6124, 99
6130, 99
6140, 97
6149, 95
6152, 95
6158, 93
6169, 92
6178, 91
6181, 89
6188, 87
6196, 85
6199, 85
6210, 85
6216, 85
6223, 78
6229, 76
6238, 73
6245, 71
6252, 69
6256, 67
6261, 66
6269, 65
6276, 60
6281, 59
6287, 56
6297, 53
6306, 49
6309, 48
6317, 45
6326, 40
6339, 37
6348, 32
6350, 31
6379, 17
6387, 15
6398, 9
6408, 4
6417, -1
6450, -13
6452, -13
6458, -13
6460, -13
6466, -13
6469, -13
6472, -13
6476, -13
6481, -29
6488, -32
6490, -32
6501, -37
6508, -41
6511, -41
6525, -47
6540, -51
6543, -54
6551, -57
6558, -60
6566, -63
6573, -65
6577, -66
6583, -68
6596, -73
6602, -75
6608, -77
6617, -79
6621, -81
6627, -82
6631, -82
6634, -84
6644, -86
6649, -87
6659, -89
6667, -91
6673, -91
6686, -94
6695, -95
6705, -96
6709, -96
6717, -98
6719, -98
6728, -99
6740, -100
6744, -100
6749, -100
6751, -100
6757, -100
6770, -100
6777, -100
6782, -99
6796, -98
6799, -97
6803, -97
6808, -97
6812, -96
6820, -96
6827, -94
6830, -94
6839, -92
6844, -92
6849, -91
6851, -91
6857, -89
6861, -89
6866, -87
6872, -86
6875, -85
6883, -84
6890, -83
6901, -83
6911, -76
6918, -74
6934, -70
6943, -67
6960, -60
6968, -57
6979, -56
6986, -50
6993, -49
7001, -44
7003, -44
7008, -42
7018, -37
7020, -36
7027, -34
7033, -31
7039, -29
7048, -24
7051, -23
7059, -21
7063, -18
7066, -17
7077, -12
7080, -10
7086, -7
7090, -5
7095, -4
7102, 1
7136, 14
7140, 14
7143, 14
7148, 14
7152, 14
7159, 25
7166, 28
7169, 29
7175, 31
7182, 34
7189, 38
7191, 38
7198, 41
7207, 45
7216, 48
7221, 50
7224, 52
7237, 56
7245, 59
7258, 62
7267, 67
7270, 68
7277, 68
7281, 71
7287, 72
7300, 76
7302, 77
7310, 79
7319, 81
7322, 82
7328, 83
7347, 87
7356, 89
7361, 90
7375, 91
7380, 93
7388, 94
7392, 95
7397, 95
7402, 96
7407, 96
7413, 97
7419, 97
7429, 98
7442, 99
7447, 99
7458, 99
7472, 98
7478, 98
7488, 97
7496, 96
7502, 96
7510, 95
7519, 94
7530, 93
7536, 91
7545, 90
7551, 89
7555, 88
7565, 86
7577, 83
7581, 82
7587, 80
7598, 77
7603, 77
7615, 72
7620, 70
7623, 70
7637, 65
7645, 62
7650, 60
7652, 60
7658, 58
7661, 57
7675, 52
7682, 50
7688, 46
7692, 46
7699, 42
7717, 38
7723, 32
7732, 29
7742, 26
7748, 21
7759, 16
7762, 14
7770, 11
7778, 8
7780, 6
7790, 2
7795, 0
7801, -2
7832, -15
7838, -15
7841, -15
7846, -15
7849, -15
7858, -28
7861, -29
7868, -33
7876, -36
7880, -38
7887, -40
7889, -41
7898, -45
7903, -46
7907, -48
7917, -51
7934, -59
7939, -60
7941, -60
7946, -63
7949, -63
7958, -67
7966, -69
7971, -71
7975, -72
7981, -74
7998, -79
8003, -80
8010, -82
8018, -82
8024, -85
8036, -88
8038, -88
8044, -89
8051, -90
8055, -90
8063, -92
8070, -93
8079, -93
8086, -95
8089, -96
8099, -97
8110, -97
8112, -97
8118, -98
8126, -98
8136, -98
8147, -98
8155, -97
8167, -97
8172, -96
8179, -95
8187, -95
8190, -94
8198, -93
8221, -92
8230, -88
8243, -86
8252, -84
8257, -83
8264, -82
8278, -78
8282, -76
8286, -75
8296, -72
8306, -70
8309, -69
8312, -67
8318, -65
8331, -65
8339, -60
8341, -58
8347, -55
8353, -53
8359, -50
8363, -50
8370, -47
8373, -46
8388, -42
8399, -35
8405, -34
8410, -31
8419, -28
8425, -24
8439, -20
8445, -15
8448, -15
8457, -13
8470, -4
8478, -1
8482, 2
8513, 14
8520, 14
8523, 14
8529, 14
8531, 14
8538, 14
8545, 14
8548, 14
8563, 35
8570, 38
8579, 42
8590, 46
8597, 48
8602, 51
8609, 53
8618, 56
8621, 58
8628, 60
8631, 60
8637, 63
8645, 66
8650, 66
8652, 66
8658, 70
8670, 73
8673, 74
8679, 75
8681, 76
8693, 79
8703, 80
8708, 82
8712, 83
8717, 85
8723, 86
8729, 87
8731, 87
8737, 88
8746, 90
8751, 90
8760, 92
8769, 93
8775, 94
8784, 95
8788, 95
8793, 95
8800, 96
8808, 96
8811, 96
8817, 97
8819, 97
8828, 97
8837, 97
8843, 97
8848, 97
8853, 96
8861, 96
8864, 95
8869, 95
8879, 94
8881, 94
8888, 93
8899, 91
8908, 90
8910, 90
8917, 89
8920, 88
8927, 87
8930, 86
8936, 85
8950, 85
8953, 81
8968, 78
8978, 74
8981, 74
8988, 72
8993, 71
9006, 66
9009, 66
9018, 62
9028, 59
9030, 58
9037, 56
9040, 55
9046, 53
9049, 52
9060, 47
9063, 46
9077, 42
9080, 39
9088, 36
9093, 34
9101, 32
9108, 28
9112, 28
9119, 23
9129, 18
9132, 17
9139, 15
9145, 12
9150, 10
9158, 6
9163, 4
9176, -2
9205, -14
9210, -14
9213, -14
9217, -14
9219, -14
9223, -14
9227, -14
9230, -14
9233, -14
9241, -28
9245, -31
9249, -33
9259, -38
9262, -39
9268, -42
9270, -43
9275, -44
9279, -46
9285, -48
9290, -50
9293, -51
9301, -54
9303, -55
9316, -59
9320, -61
9327, -62
9333, -64
9338, -66
9340, -67
9347, -69
9353, -71
9361, -73
9363, -74
9372, -76
9379, -78
9382, -79
9387, -80
9396, -82
9401, -83
9405, -84
9409, -85
9416, -87
9420, -87
9422, -87
9431, -89
9439, -90
9447, -91
9451, -91
9460, -93
9471, -94
9481, -95
9483, -95
9488, -95
9490, -96
9497, -96
9500, -96
9505, -96
9507, -96
9513, -96
9520, -96
9528, -96
9531, -96
9541, -95
9546, -95
9551, -94
9555, -94
9561, -93
9563, -93
9568, -92
9571, -92
9577, -91
9585, -90
9590, -89
9602, -87
9608, -86
9611, -86
9617, -85
9626, -82
9632, -81
9635, -81
9639, -80
9651, -77
9657, -75
9659, -75
9664, -73
9670, -72
9673, -71
9679, -69
9687, -67
9689, -66
9698, -63
9701, -62
9705, -60
9711, -59
9714, -58
9719, -56
9722, -55
9730, -52
9735, -50
9743, -47
9752, -44
9755, -42
9762, -39
9768, -37
9782, -31
9786, -29
9793, -28
9799, -25
9801, -23
9809, -21
9813, -19
9817, -18
9825, -14
9832, -11
9840, -7
9842, -5
9848, -3
9851, -2
9859, 1
9890, 14
9898, 18
9900, 19
9907, 22
9910, 24
9915, 26
9930, 32
9934, 33
9938, 35
9948, 38
9956, 41
9963, 42
9970, 45
9972, 47
9981, 51
9997, 54
10002, 58
10009, 59
10014, 61
10019, 64
10028, 66
10036, 69
10042, 71
10048, 73
10056, 73
10062, 76
10068, 77
10071, 78
10080, 80
10084, 80
10088, 82
10096, 83
10103, 85
10109, 85
10117, 87
10120, 88
10126, 89
10135, 90
10139, 90
10151, 91
10158, 92
10160, 93
10170, 93
10179, 94
10181, 94
10188, 95
10190, 95
10196, 95
10208, 95
10216, 95
10220, 95
10227, 94
10231, 95
10238, 94
10240, 93
10251, 93
10255, 92
10260, 92
10269, 91
10278, 90
10281, 89
10286, 88
10289, 88
10296, 87
10300, 86
10309, 84
10311, 84
10317, 82
10320, 81
10327, 80
10332, 79
10342, 76
10346, 75
10353, 74
10366, 70
10369, 69
10376, 67
10381, 65
10390, 62
10392, 62
10401, 59
10405, 58
10413, 54
10418, 52
10425, 50
10430, 48
10435, 47
10444, 43
10450, 41
10452, 40
10458, 38
10476, 38
10481, 29
10486, 27
10491, 25
10496, 22
10508, 18
10510, 16
10518, 13
10528, 9
10534, 6
10540, 3
10545, 1
10559, -4
10587, -17
10590, -17
10594, -17
10598, -17
10602, -17
10604, -17
10609, -17
10611, -17
10613, -17
10618, -17
10620, -17
10628, -34
10632, -35
10640, -39
10646, -42
10651, -43
10653, -43
10659, -46
10661, -47
10670, -50
10676, -52
10678, -53
10688, -56
10691, -57
10700, -61
10705, -62
10708, -63
10715, -65
10719, -66
10730, -70
10737, -71
10740, -73
10745, -74
10748, -75
10756, -77
10760, -78
10762, -78
10768, -79
10779, -82
10785, -83
10789, -84
10792, -85
10799, -86
10807, -87
10810, -88
10816, -89
10823, -90
10827, -90
10832, -91
10843, -92
10848, -92
10851, -92
10857, -93
10859, -93
10865, -94
10872, -94
10876, -94
10880, -94
10882, -94
10892, -94
10898, -94
10900, -94
10906, -94
10915, -93
10923, -93
10929, -92
10932, -92
10937, -91
10946, -90
10953, -89
10965, -88
10969, -88
10978, -86
10980, -85
10985, -85
10993, -83
10998, -82
11002, -81
11005, -81
11016, -79
11020, -77
11022, -77
11028, -75
11031, -74
11037, -73
11043, -71
11047, -70
11051, -69
11060, -66
11062, -66
11068, -64
11070, -64
11076, -61
11079, -60
11083, -59
11098, -54
11100, -53
11107, -51
11109, -50
11115, -48
11118, -47
11128, -42
11138, -39
11145, -36
11149, -35
11152, -33
11157, -31
11167, -27
11169, -26
11172, -25
11177, -24
11181, -21
11185, -19
11198, -15
11200, -13
11209, -9
11214, -7
11220, -5
11228, -1
11231, 0
11237, 2
11272, 14
11276, 14
11281, 14
11283, 14
11288, 14
11293, 14
11299, 14
11301, 14
11306, 14
11309, 14
11317, 35
11323, 35
11329, 38
11335, 42
11340, 44
11356, 50
11360, 51
11369, 54
11376, 56
11382, 58
11388, 60
11396, 61
11399, 63
11405, 65
11410, 67
11420, 70
11426, 71
11432, 73
11444, 76
11448, 77
11452, 78
11460, 79
11472, 82
11479, 83
11488, 85
11497, 86
11505, 88
11508, 88
11513, 89
11518, 89
11522, 90
11530, 90
11538, 91
11542, 91
11553, 92
11562, 93
11571, 93
11575, 93
11580, 93
11583, 93
11594, 93
11599, 93
11602, 93
11608, 92
11614, 92
11618, 92
11630, 90
11632, 90
11638, 90
11647, 89
11651, 88
11661, 87
11666, 87
11671, 85
11675, 84
11688, 82
11696, 80
11699, 80
11705, 78
11713, 76
11717, 75
11726, 73
11730, 71
11733, 71
11739, 69
11746, 67
11749, 66
11761, 62
11765, 61
11772, 59
11779, 57
11787, 54
11790, 53
11800, 50
11813, 44
11820, 42
11829, 41
11831, 38
11843, 33
11853, 30
11858, 27
11863, 25
11870, 22
11878, 22
11880, 18
11888, 15
11897, 11
11900, 10
11907, 8
11918, 2
11921, 2
11927, -2
11956, -13
11960, -13
11963, -13
11968, -13
11970, -13
11976, -22
11979, -23
11986, -26
11989, -27
11993, -29
11997, -31
12001, -32
12019, -39
12022, -40
12028, -42
12030, -43
12037, -46
12040, -47
12047, -50
12056, -52
12058, -54
12065, -55
12068, -56
12073, -59
12081, -61
12089, -63
12103, -68
12107, -68
12112, -70
12118, -71
12125, -73
12129, -74
12137, -77
12142, -78
12147, -78
12149, -79
12160, -81
12168, -83
12171, -83
12177, -85
12179, -85
12185, -86
12189, -86
12191, -87
12197, -88
12199, -88
12206, -89
12208, -89
12213, -89
12222, -90
12225, -91
12230, -91
12237, -92
12240, -91
12242, -92
12248, -92
12250, -92
12256, -92
12262, -92
12265, -92
12270, -92
12272, -92
12280, -92
12285, -92
12292, -92
12295, -91
12300, -91
12303, -91
12310, -90
12312, -90
12321, -89
12326, -88
12329, -88
12336, -87
12339, -87
12346, -85
12352, -85
12353, -84
12359, -83
12364, -82
12370, -81
12378, -81
12389, -77
12391, -77
12399, -75
12401, -75
12406, -73
12409, -72
12422, -69
12428, -67
12431, -66
12439, -66
12441, -66
12446, -66
12456, -58
12463, -57
12467, -55
12472, -54
12481, -50
12491, -47
12497, -44
12506, -41
12509, -40
12512, -38
12522, -35
12527, -35
12533, -30
12543, -26
12549, -24
12553, -23
12563, -19
12569, -17
12578, -12
12581, -11
12587, -9
12593, -7
12599, -5
12609, 1
12639, 12
12642, 12
12648, 12
12650, 12
12652, 12
12658, 12
12660, 12
12667, 12
12671, 26
12677, 28
12682, 29
12689, 33
12694, 35
12699, 35
12707, 38
12710, 41
12715, 43
12723, 46
12733, 48
12740, 52
12747, 54
12749, 54
12758, 58
12766, 60
12769, 61
12775, 63
12783, 65
12790, 66
12797, 68
12805, 70
12808, 72
12817, 74
12821, 75
12826, 76
12839, 79
12848, 80
12850, 81
12860, 83
12867, 84
12870, 84
12879, 85
12886, 87
12892, 88
12899, 88
12907, 89
12914, 89
12928, 90
12933, 90
12939, 91
12942, 91
12948, 91
12950, 91
12963, 91
12973, 91
12990, 90
12997, 90
13001, 89
13007, 89
13019, 88
13022, 87
13033, 87
13038, 85
13042, 84
13053, 83
13058, 81
13062, 80
13070, 79
13075, 79
13079, 78
13088, 74
13101, 72
13105, 70
13113, 70
13118, 67
13121, 66
13128, 64
13132, 63
13137, 61
13148, 58
13150, 57
13165, 52
13170, 52
13176, 48
13181, 46
13196, 41
13199, 39
13205, 37
13209, 36
13219, 32
13232, 27
13238, 24
13241, 24
13251, 20
13263, 15
13272, 10
13281, 7
13289, 4
13299, 3
13302, -2
13333, -14
13339, -16
13348, -21
13351, -22
13356, -24
13366, -24
13373, -28
13378, -32
13380, -32
13387, -34
13394, -38
13402, -41
13415, -46
13420, -48
13428, -50
13430, -52
13439, -54
13442, -55
13449, -57
13459, -61
13466, -62
13470, -64
13473, -64
13484, -67
13495, -71
13499, -72
13506, -74
13509, -74
13513, -75
13522, -77
13528, -78
13530, -79
13538, -80
13547, -81
13556, -83
13558, -84
13562, -84
13570, -85
13577, -86
13579, -86
13581, -87
13588, -88
13596, -88
13605, -89
13608, -89
13615, -90
13620, -90
13632, -90
13638, -90
13646, -90
13650, -90
13662, -90
13670, -90
13676, -89
13683, -89
13690, -88
13695, -87
13703, -87
13708, -86
13716, -84
13721, -84
13732, -82
13738, -81
13741, -81
13747, -79
13754, -79
13766, -75
13775, -73
13785, -71
13788, -70
13793, -69
13796, -68
13801, -66
13809, -65
13817, -63
13822, -61
13828, -58
13831, -58
13836, -56
13841, -55
13850, -51
13852, -50
13859, -50
13867, -47
13873, -43
13878, -42
13880, -40
13888, -38
13893, -35
13900, -33
13910, -30
13913, -28
13920, -25
13924, -24
13928, -22
13935, -19
13941, -17
13943, -17
13953, -12
13964, -9
13971, -4
13979, -2
13989, 3
14026, 16
14032, 16
14036, 16
14041, 16
14043, 16
14050, 16
14053, 16
14062, 30
14067, 33
14070, 35
14076, 37
14083, 38
14090, 42
14106, 48
14110, 49
14116, 51
14123, 53
14130, 55
14137, 57
14148, 61
14156, 63
14168, 65
14171, 67
14179, 69
14186, 71
14193, 73
14199, 74
14206, 76
14209, 76
14215, 78
14220, 79
14230, 80
14238, 82
14241, 82
14252, 84
14256, 84
14261, 85
14263, 85
14281, 87
14287, 87
14292, 88
14297, 88
14303, 89
14318, 89
14320, 90
14327, 90
14335, 90
14348, 89
14351, 89
14358, 89
14367, 89
14372, 88
14378, 88
14390, 86
14393, 86
14399, 86
14408, 84
14417, 83
14424, 82
14432, 80
14438, 79
14441, 79
14450, 77
14458, 74
14460, 74
14476, 70
14489, 67
14492, 66
14499, 64
14508, 63
14517, 58
14522, 56
14527, 55
14531, 54
14540, 51
14552, 46
14557, 45
14567, 41
14572, 41
14580, 37
14589, 34
14595, 31
14600, 29
14602, 28
14608, 26
14618, 23
14628, 18
14630, 17
14636, 15
14651, 8
14658, 6
14668, 2
14671, 1
14677, -2
14712, -14
14717, -17
14723, -20
14726, -22
14731, -23
14735, -25
14742, -26
14751, -31
14759, -34
14767, -37
14775, -40
14780, -42
14785, -43
14793, -46
14805, -47
14811, -52
14818, -55
14827, -57
14835, -59
14843, -63
14848, -63
14850, -63
14860, -66
14865, -68
14869, -69
14877, -71
14885, -73
14889, -74
14897, -75
14904, -77
14908, -78
14912, -78
14931, -82
14934, -82
14939, -83
14948, -84
14951, -85
14959, -85
14961, -86
14977, -87
14980, -87
14998, -88
15004, -88
15012, -89
15020, -89
15028, -88
15030, -89
15036, -88
15038, -89
15044, -88
15052, -87
15066, -86
15069, -86
15078, -85
15080, -84
15087, -84
15091, -83
15097, -82
15105, -81
15109, -81
15115, -79
15122, -78
15128, -76
15137, -75
15144, -74
15149, -73
15151, -72
15158, -69
15166, -68
15168, -67
15175, -67
15182, -64
15188, -62
15193, -60
15198, -59
15201, -58
15208, -56
15218, -54
15222, -51
15229, -50
15232, -48
15238, -46
15241, -45
15249, -45
15256, -39
15260, -38
15265, -36
15272, -34
15279, -32
15288, -27
15295, -26
15300, -23
15305, -21
15315, -19
15325, -13
15328, -11
15335, -9
15341, -6
15351, -3
15357, 0
15361, 1
15406, 19
15416, 19
15420, 19
15422, 19
15430, 29
15438, 29
15440, 32
15448, 35
15452, 37
15459, 39
15478, 46
15481, 47
15495, 51
15498, 52
15502, 54
15511, 56
15520, 59
15525, 60
15528, 60
15535, 63
15540, 64
15549, 67
15560, 69
15570, 72
15573, 72
15582, 74
15588, 76
15596, 77
15601, 78
15605, 79
15614, 80
15628, 82
15635, 83
15641, 84
15648, 85
15651, 85
15657, 85
15667, 86
15672, 87
15678, 87
15687, 87
15690, 88
15697, 88
15702, 88
15707, 88
15720, 88
15726, 88
15729, 88
15737, 87
15743, 87
15749, 86
15759, 85
15765, 85
15787, 82
15790, 81
15797, 80
15803, 79
15808, 78
15818, 77
15823, 75
15828, 75
15833, 74
15839, 72
15842, 71
15849, 70
15861, 66
15869, 64
15878, 62
15886, 59
15889, 58
15897, 56
15902, 54
15913, 51
15925, 46
15930, 46
15936, 43
15939, 42
15950, 37
