time, angle
15954, 36
15961, 34
15964, 32
15971, 30
15985, 28
15998, 19
16001, 19
16006, 16
16012, 14
16018, 11
16024, 9
16031, 7
16039, 4
16047, -1
16079, -11
16082, -14
16088, -16
16090, -17
16095, -19
16105, -23
16108, -24
16112, -25
16118, -28
16123, -29
16133, -33
16139, -35
16148, -39
16150, -40
16158, -42
16171, -47
16182, -50
16190, -53
16195, -55
16206, -58
16209, -59
16217, -59
16222, -62
16225, -63
16232, -65
16238, -67
16250, -69
16252, -70
16258, -71
16261, -72
16272, -74
16276, -75
16283, -76
16287, -77
16292, -78
16296, -79
16302, -80
16309, -81
16318, -82
16327, -83
16329, -83
16337, -84
16339, -84
16347, -85
16353, -85
16358, -86
16360, -86
16366, -86
16370, -87
16380, -87
16387, -87
16397, -87
16408, -86
16413, -86
16420, -86
16423, -86
16430, -85
16438, -85
16440, -85
16448, -83
16455, -83
16458, -82
16467, -81
16474, -80
16480, -79
16493, -77
16499, -75
16509, -74
16515, -72
16520, -71
16527, -70
16530, -69
16538, -67
16541, -67
16548, -65
16553, -64
16562, -61
16568, -59
16579, -56
16581, -56
16589, -52
16598, -50
16603, -48
16610, -47
16616, -43
16619, -43
16627, -40
16635, -37
16643, -34
16648, -32
16652, -31
16660, -28
16665, -27
16676, -23
16686, -19
16692, -16
16699, -14
16706, -10
16711, -8
16714, -7
16719, -5
16730, 0
16738, 2
16770, 13
16775, 13
16780, 13
16782, 13
16788, 23
16797, 26
16800, 26
16806, 29
16811, 30
16822, 35
16830, 36
16835, 39
16841, 41
16849, 44
16857, 46
16860, 48
16866, 49
16869, 50
16881, 54
16899, 57
16903, 60
16914, 63
16919, 64
16930, 68
16937, 68
16943, 70
16950, 72
16961, 74
16967, 75
16986, 78
17002, 81
17015, 82
17025, 84
17032, 84
17040, 85
17045, 85
17052, 85
17058, 85
17068, 86
17077, 86
17087, 86
17092, 86
17101, 86
17108, 86
17115, 85
17123, 85
17131, 84
17140, 83
17143, 83
17152, 82
17164, 80
17176, 78
17186, 76
17193, 75
17200, 74
17203, 73
17213, 72
17220, 69
17228, 68
17236, 65
17245, 62
17255, 59
17267, 57
17269, 57
17275, 53
17278, 52
17286, 50
17296, 48
17303, 44
17308, 43
17316, 40
17322, 38
17331, 35
17338, 32
17346, 29
17356, 28
17361, 24
17370, 20
17388, 20
17391, 12
17398, 11
17408, 5
17418, 3
17425, -1
17456, -13
17459, -13
17463, -13
17466, -13
17471, -13
17473, -13
17478, -13
17480, -13
17485, -25
17496, -29
17508, -33
17513, -35
17517, -36
17527, -39
17530, -41
17538, -44
17548, -47
17550, -48
17552, -48
17561, -51
17578, -56
17582, -57
17592, -60
17601, -63
17609, -65
17615, -66
17620, -67
17627, -69
17633, -70
17644, -73
17652, -74
17657, -75
17663, -76
17667, -77
17671, -77
17686, -80
17691, -80
17697, -81
17705, -82
17720, -83
17723, -83
17728, -84
17735, -84
17737, -84
17746, -85
17756, -85
17763, -85
17780, -85
17788, -85
17799, -84
17808, -83
17816, -83
17821, -82
17835, -81
17838, -80
17846, -79
17852, -77
17860, -76
17868, -75
17875, -74
17883, -72
17887, -71
17893, -70
17902, -69
17919, -66
17922, -64
17927, -62
17938, -59
17943, -58
17954, -54
17960, -52
17970, -50
17979, -46
17988, -44
17991, -43
18005, -38
18011, -36
18023, -32
18028, -30
18038, -26
18041, -25
18047, -23
18062, -17
18075, -12
18086, -8
18089, -7
18095, -4
18097, -4
18107, 0
18121, 5
18156, 18
18160, 18
18165, 18
18167, 18
18171, 18
18179, 18
18182, 18
18188, 31
18197, 32
18202, 36
18211, 38
18222, 43
18227, 44
18237, 48
18247, 50
18252, 52
18261, 52
18266, 56
18273, 58
18284, 60
18296, 64
18299, 65
18307, 67
18318, 69
18320, 69
18329, 72
18336, 72
18356, 76
18367, 78
18374, 79
18382, 80
18389, 81
18397, 82
18406, 82
18410, 83
18418, 83
18427, 84
18435, 84
18442, 84
18450, 85
18457, 85
18460, 85
18468, 84
18472, 84
18479, 84
18489, 84
18491, 84
18508, 82
18516, 82
18520, 81
18528, 80
18537, 79
18540, 78
18546, 77
18556, 76
18567, 74
18590, 69
18597, 67
18608, 64
18610, 63
18617, 62
18629, 58
18636, 58
18640, 56
18648, 53
18657, 50
18663, 48
18673, 45
18679, 43
18686, 41
18689, 40
18696, 37
18708, 33
18710, 32
18718, 29
18726, 27
18733, 24
18740, 21
18747, 18
18750, 17
18757, 15
18778, 9
18783, 4
18797, 0
18801, -2
18833, -13
18837, -13
18840, -13
18844, -13
18848, -13
18850, -13
18857, -13
18863, -25
18883, -29
18888, -29
18891, -29
18899, -29
18905, -29
18910, -29
18920, -29
18933, -47
18940, -50
18948, -55
18951, -55
18961, -58
18970, -60
18986, -64
18991, -65
19000, -66
19016, -71
19019, -71
19031, -73
19037, -74
19045, -76
19058, -78
19060, -78
19063, -79
19076, -80
19082, -80
19089, -81
19097, -82
19108, -83
19110, -83
19118, -83
19127, -83
19137, -84
19141, -83
19143, -84
19149, -84
19158, -83
19165, -83
19167, -83
19177, -82
19181, -82
19187, -82
19191, -81
19199, -80
19210, -79
19219, -78
19222, -77
19226, -76
19229, -76
19236, -75
19240, -75
19246, -73
19249, -72
19256, -71
19266, -69
19268, -69
19286, -64
19289, -64
19296, -62
19303, -60
19311, -58
19320, -55
19326, -54
19329, -54
19333, -53
19340, -50
19343, -48
19349, -47
19360, -45
19366, -41
19375, -38
19392, -35
19398, -31
19400, -29
19409, -27
19413, -25
19420, -23
19428, -19
19431, -18
19443, -14
19453, -11
19460, -7
19464, -5
19468, -5
19471, -3
19480, 1
19517, 14
19521, 14
19528, 14
19531, 20
19539, 22
19547, 25
19552, 28
19562, 31
19572, 34
19581, 36
19587, 38
19599, 43
19601, 44
19611, 47
19621, 49
19627, 51
19632, 53
19642, 55
19648, 58
19651, 58
19659, 59
19664, 62
19673, 64
19678, 65
19686, 67
19699, 69
19702, 70
19708, 71
19711, 71
19717, 73
19727, 74
19740, 77
19748, 77
19751, 78
19765, 80
19773, 81
19794, 82
19801, 82
19813, 83
19820, 83
19822, 83
19831, 83
19847, 83
19851, 83
19856, 83
19861, 83
19869, 82
19886, 80
19901, 79
19907, 78
19913, 78
19929, 74
19937, 73
19947, 71
19954, 70
19959, 69
19968, 67
19977, 64
19983, 62
19989, 61
19996, 59
20022, 53
20027, 50
20032, 50
20038, 46
20046, 44
20052, 43
20062, 40
20071, 40
20076, 34
20085, 31
20093, 28
20101, 25
20118, 19
20121, 18
20128, 15
20138, 12
20140, 10
20150, 10
20156, 4
20162, 4
20170, -1
20205, -11
20208, -11
20212, -11
20215, -11
20219, -11
20222, -11
20227, -22
20230, -23
20234, -24
20238, -26
20245, -29
20253, -31
20259, -34
20265, -35
20269, -35
20275, -38
20279, -39
20287, -42
20294, -42
20337, -58
20347, -60
20349, -60
20359, -62
20364, -64
20370, -65
20373, -66
20378, -67
20381, -68
20394, -71
20397, -71
20401, -72
20409, -73
20411, -74
20420, -74
20427, -76
20435, -77
20438, -77
20448, -79
20455, -79
20458, -80
20461, -80
20467, -80
20475, -81
20481, -81
20491, -82
20509, -82
20512, -82
20518, -82
20521, -82
20529, -82
20538, -82
20542, -81
20548, -81
20557, -80
20567, -80
20570, -79
20576, -78
20581, -77
20590, -77
20596, -76
20598, -76
20603, -75
20612, -73
20618, -72
20621, -72
20634, -69
20649, -66
20652, -65
20658, -63
20666, -62
20669
