time, angle
1243, 165
1245, 165
1248, 163
1253, 162
1257, 161
1262, 159
1267, 158
1271, 156
1278, 153
1285, 152
1287, 150
1292, 149
1295, 148
1303, 145
1304, 145
1312, 142
1314, 142
1317, 140
1323, 137
1327, 135
1331, 134
1336, 132
1343, 128
1345, 128
1347, 126
1355, 123
1357, 123
1363, 121
1365, 119
1368, 117
1372, 115
1377, 114
1380, 112
1388, 107
1391, 106
1396, 103
1398, 103
1402, 101
1405, 99
1412, 95
1415, 92
1420, 90
1423, 88
1425, 88
1438, 82
1442, 80
1446, 78
1450, 75
1454, 73
1457, 71
1465, 66
1468, 64
1476, 60
1480, 58
1484, 58
1486, 55
1497, 51
1503, 46
1505, 46
1511, 41
1513, 41
1517, 39
1524, 34
1527, 32
1533, 30
1538, 28
1543, 25
1546, 23
1550, 20
1553, 20
1563, 14
1565, 14
1570, 11
1573, 9
1577, 7
1581, 7
1585, 4
1593, -1
1601, -1
1604, -5
1607, -5
1614, -9
1618, -12
1624, -15
1628, -15
1632, -18
1634, -18
1637, -20
1645, -23
1649, -23
1658, -28
1663, -31
1665, -31
1667, -31
1673, -33
1676, -35
1679, -35
1686, -39
1690, -39
1695, -41
1702, -42
1705, -44
1708, -46
1711, -46
1716, -47
1718, -47
1726, -50
1728, -50
1733, -51
1740, -53
1743, -54
1747, -54
1750, -55
1756, -56
1758, -56
1763, -57
1767, -58
1776, -59
1782, -60
1789, -61
1796, -62
1798, -62
1807, -63
1811, -62
1813, -62
1816, -63
1820, -63
1825, -63
1827, -62
1831, -62
1836, -62
1843, -62
1846, -61
1851, -61
1857, -60
1860, -60
1863, -60
1866, -60
1874, -59
1876, -59
1880, -58
1882, -58
1889, -57
1893, -56
1899, -55
1904, -54
1906, -54
1912, -53
1914, -53
1916, -51
1923, -50
1927, -49
1930, -49
1934, -47
1940, -45
1943, -45
1945, -45
1951, -43
1958, -39
1961, -39
1965, -37
1967, -37
1973, -35
1976, -33
1984, -31
1986, -31
1993, -29
1994, -29
2008, -20
2012, -20
2015, -18
2018, -18
2022, -14
2025, -14
2033, -11
2035, -11
2037, -11
2045, -7
2048, -3
2053, 0
2055, 0
2061, 3
2063, 3
2065, 5
2071, 8
2075, 10
2077, 10
2084, 15
2086, 15
2093, 20
2101, 24
2105, 27
2107, 27
2111, 29
2114, 32
2119, 34
2122, 36
2130, 41
2133, 41
2137, 43
2145, 48
2148, 50
2153, 52
2156, 55
2159, 55
2166, 59
2170, 62
2176, 66
2181, 68
2184, 68
2191, 73
2194, 75
2196, 75
2204, 82
2210, 83
2214, 86
2221, 90
2224, 90
2226, 92
2231, 94
2233, 96
2241, 101
2243, 101
2246, 103
2248, 103
2254, 107
2258, 109
2273, 116
2274, 116
2279, 118
2282, 120
2288, 123
2292, 124
2300, 128
2306, 131
2310, 133
2314, 135
2318, 136
2321, 138
2327, 140
2334, 143
2339, 144
2343, 146
2345, 147
2347, 147
2361, 153
2364, 153
2368, 154
2372, 156
2375, 157
2378, 158
2384, 159
2387, 161
2393, 163
2396, 163
2412, 167
2414, 168
2416, 168
2423, 170
2430, 171
2433, 171
2439, 173
2443, 173
2446, 174
2448, 174
2453, 174
2460, 175
2463, 176
2464, 176
2469, 176
2472, 177
2478, 178
2483, 178
2485, 178
2490, 179
2493, 178
2498, 179
2512, 179
2514, 179
2516, 179
2523, 179
2525, 179
2531, 179
2535, 179
2542, 179
2544, 178
2546, 178
2553, 178
2562, 176
2564, 176
2570, 175
2574, 174
2577, 174
2580, 174
2584, 173
2592, 171
2595, 170
2598, 170
2606, 167
2608, 167
2617, 165
2620, 164
2624, 163
2629, 162
2634, 160
2636, 160
2643, 157
2647, 156
2651, 155
2653, 155
2656, 154
2663, 151
2669, 150
2672, 148
2675, 147
2681, 146
2688, 142
2692, 141
2694, 139
2696, 139
2702, 136
2708, 135
2712, 133
2717, 131
2721, 130
2724, 128
2729, 126
2738, 121
2742, 121
2748, 117
2751, 115
2755, 113
2763, 110
2771, 105
2773, 105
2776, 104
2781, 102
2787, 97
2790, 97
2795, 94
2797, 94
2806, 89
2810, 87
2816, 83
2818, 83
2825, 78
2830, 77
2833, 74
2838, 72
2841, 70
2848, 66
2851, 64
2855, 61
2863, 59
2873, 54
2875, 52
2880, 50
2883, 48
2887, 45
2890, 45
2893, 43
2901, 38
2908, 34
2911, 34
2918, 29
2921, 29
2925, 27
2928, 24
2933, 22
2936, 20
2941, 17
2943, 17
2948, 15
2952, 13
2961, 8
2963, 8
2971, 3
2974, 3
2982, 0
2984, -2
2987, -2
2991, -2
2995, -8
3003, -11
3004, -11
3006, -11
3015, -14
3021, -18
3024, -20
3026, -20
3031, -23
3033, -23
3040, -25
3042, -25
3048, -28
3051, -30
3058, -32
3061, -32
3065, -34
3067, -34
3073, -37
3075, -38
3082, -40
3084, -40
3086, -40
3090, -42
3093, -44
3100, -45
3105, -47
3108, -47
3114, -48
3116, -48
3124, -51
3130, -52
3132, -52
3135, -52
3137, -53
3142, -54
3144, -54
3152, -55
3155, -56
3161, -57
3167, -58
3170, -58
3175, -59
3177, -59
3181, -59
3185, -60
3190, -60
3193, -60
3197, -60
3200, -60
3212, -60
3214, -60
3221, -60
3226, -59
3229, -59
3234, -59
3236, -58
3246, -57
3248, -57
3253, -56
3261, -55
3263, -55
3271, -54
3275, -54
3277, -53
3287, -52
3292, -51
3295, -50
3297, -50
3303, -48
3305, -48
3312, -46
3314, -46
3319, -44
3327, -42
3333, -41
3335, -41
3342, -37
3344, -37
3346, -37
3353, -33
3356, -33
3361, -31
3363, -31
3369, -28
3374, -26
3377, -26
3381, -23
3383, -23
3390, -20
3393, -18
3397, -18
3404, -14
3406, -14
3413, -11
3415, -11
3418, -7
3423, -7
3427, -3
3431, -3
3434, 0
3441, 2
3444, 5
3446, 5
3451, 8
3456, 10
3460, 12
3473, 20
3475, 20
3479, 22
3483, 24
3486, 27
3492, 29
3494, 29
3498, 32
3501, 34
3504, 36
3506, 36
3513, 40
3517, 43
3519, 43
3524, 45
3526, 48
3531, 50
3537, 53
3541, 55
3544, 58
3548, 60
3553, 62
3555, 64
3561, 67
3563, 68
3569, 71
3574, 73
3584, 79
3587, 81
3593, 83
3596, 86
3598, 86
3607, 90
3613, 94
3617, 96
3620, 98
3625, 100
3630, 102
3635, 104
3642, 108
3650, 112
3652, 114
3658, 115
3663, 119
3666, 119
3669, 121
3673, 123
3679, 125
3686, 128
3690, 130
3694, 131
3697, 133
3702, 135
3705, 137
3713, 140
3715, 140
3721, 143
3723, 143
3730, 145
3733, 147
3738, 148
3741, 150
3748, 152
3755, 154
3760, 156
3766, 157
3769, 158
3772, 158
3782, 162
3790, 163
3792, 164
3796, 164
3798, 165
3805, 167
3808, 167
3813, 169
3815, 169
3821, 170
3825, 171
3832, 171
3834, 172
3842, 172
3844, 172
3848, 173
3853, 174
3856, 174
3858, 174
3863, 174
3865, 175
3872, 175
3874, 176
3883, 176
3885, 176
3892, 176
3894, 176
3902, 176
3905, 176
3910, 176
3912, 176
3919, 176
3923, 176
3925, 176
3928, 176
3932, 175
3934, 175
3942, 174
3944, 174
3948, 173
3951, 173
3955, 172
3964, 171
3966, 171
3968, 170
3977, 168
3981, 167
3988, 165
3992, 164
3996, 163
3998, 163
4003, 161
4016, 158
4020, 157
4023, 157
4027, 154
4031, 153
4034, 153
4043, 150
4045, 150
4054, 146
4058, 145
4061, 144
4064, 143
4067, 141
4073, 139
4076, 138
4081, 137
4084, 135
4086, 135
4094, 132
4097, 130
4104, 127
4107, 127
4111, 125
4116, 122
4121, 120
4125, 118
4128, 116
4135, 114
4139, 112
4146, 109
4153, 104
4155, 104
4161, 101
4163, 101
4165, 99
4171, 97
4173, 94
4177, 92
4184, 91
4188, 86
4197, 82
4201, 80
4203, 80
4211, 76
4216, 74
4218, 72
4223, 70
4224, 70
4231, 65
4238, 61
4247, 57
4249, 57
4254, 54
4257, 51
4262, 49
4264, 49
4269, 47
4276, 42
4280, 42
4284, 37
4291, 35
4293, 33
4298, 31
4302, 28
4309, 26
4312, 23
4318, 21
4323, 19
4325, 19
4334, 14
4342, 9
4344, 9
4350, 7
4353, 4
4357, 4
4362, -1
4364, -1
4367, -1
4371, -1
4380, -5
4384, -9
4386, -9
4390, -12
4393, -12
4396, -12
4402, -16
4416, -20
4421, -23
4427, -26
4430, -26
4435, -28
4442, -30
4444, -30
4446, -32
4454, -34
4456, -34
4461, -36
4463, -38
4470, -39
4474, -39
4477, -41
4482, -42
4484, -42
4491, -44
4493, -46
4496, -46
4506, -48
4508, -48
4512, -49
4517, -50
4522, -51
4524, -51
4529, -52
4532, -52
4538, -54
4541, -54
4547, -55
4553, -55
4556, -56
4561, -57
4563, -57
4571, -57
4574, -57
4577, -57
4581, -57
4586, -57
4591, -57
4593, -57
4604, -57
4607, -56
4611, -56
4613, -56
4617, -56
4620, -55
4624, -55
4627, -54
4633, -54
4636, -54
4638, -53
4644, -52
4646, -52
4650, -52
4653, -51
4661, -51
4664, -50
4673, -48
4675, -48
4678, -47
4682, -47
4684, -46
4691, -44
4694, -44
4701, -42
4707, -41
4710, -39
4713, -39
4715, -39
4721, -37
4727, -35
4730, -33
4737, -31
4740, -31
4743, -31
4746, -28
4752, -25
4754, -25
4757, -25
4762, -22
4764, -22
4771, -20
4775, -16
4777, -16
4783, -14
4785, -14
4792, -10
4794, -10
4796, -10
4800, -6
4814, 0
4816, 0
4818, 3
4823, 6
4833, 9
4836, 11
4843, 14
4846, 16
4848, 16
4853, 18
4855, 21
4862, 23
4865, 26
4868, 26
4876, 31
4883, 35
4885, 35
4892, 40
4894, 40
4898, 43
4902, 45
4908, 48
4914, 50
4917, 52
4921, 55
4923, 55
4926, 58
4932, 62
4934, 62
4939, 64
4946, 69
4948, 69
4953, 73
4956, 73
4962, 77
4969, 79
4973, 84
4980, 85
4984, 88
4988, 89
